period,respondent,respondent-name,type,type-name,timezone,timezone-description,value,value-units,city,state
2025-04-10,PJM,"PJM Interconnection, LLC",D,Demand,Eastern,Eastern,2118948,megawatthours,Chicago,Illinois
2025-04-09,PJM,"PJM Interconnection, LLC",D,Demand,Eastern,Eastern,2182722,megawatthours,Chicago,Illinois
2025-04-08,PJM,"PJM Interconnection, LLC",D,Demand,Eastern,Eastern,2169265,megawatthours,Chicago,Illinois
2025-04-07,PJM,"PJM Interconnection, LLC",D,Demand,Eastern,Eastern,2125097,megawatthours,Chicago,Illinois
2025-04-06,PJM,"PJM Interconnection, LLC",D,Demand,Eastern,Eastern,1909061,megawatthours,Chicago,Illinois
2025-04-05,PJM,"PJM Interconnection, LLC",D,Demand,Eastern,Eastern,1892491,megawatthours,Chicago,Illinois
2025-04-04,PJM,"PJM Interconnection, LLC",D,Demand,Eastern,Eastern,1989560,megawatthours,Chicago,Illinois
2025-04-03,PJM,"PJM Interconnection, LLC",D,Demand,Eastern,Eastern,2018568,megawatthours,Chicago,Illinois
2025-04-02,PJM,"PJM Interconnection, LLC",D,Demand,Eastern,Eastern,2078581,megawatthours,Chicago,Illinois
2025-04-01,PJM,"PJM Interconnection, LLC",D,Demand,Eastern,Eastern,1991443,megawatthours,Chicago,Illinois
2025-03-31,PJM,"PJM Interconnection, LLC",D,Demand,Eastern,Eastern,2005278,megawatthours,Chicago,Illinois
2025-03-30,PJM,"PJM Interconnection, LLC",D,Demand,Eastern,Eastern,1824487,megawatthours,Chicago,Illinois
2025-03-29,PJM,"PJM Interconnection, LLC",D,Demand,Eastern,Eastern,1835868,megawatthours,Chicago,Illinois
2025-03-28,PJM,"PJM Interconnection, LLC",D,Demand,Eastern,Eastern,2009743,megawatthours,Chicago,Illinois
2025-03-27,PJM,"PJM Interconnection, LLC",D,Demand,Eastern,Eastern,2119140,megawatthours,Chicago,Illinois
2025-03-26,PJM,"PJM Interconnection, LLC",D,Demand,Eastern,Eastern,2121989,megawatthours,Chicago,Illinois
2025-03-25,PJM,"PJM Interconnection, LLC",D,Demand,Eastern,Eastern,2056408,megawatthours,Chicago,Illinois
2025-03-24,PJM,"PJM Interconnection, LLC",D,Demand,Eastern,Eastern,2106705,megawatthours,Chicago,Illinois
2025-03-23,PJM,"PJM Interconnection, LLC",D,Demand,Eastern,Eastern,1975634,megawatthours,Chicago,Illinois
2025-03-22,PJM,"PJM Interconnection, LLC",D,Demand,Eastern,Eastern,1943508,megawatthours,Chicago,Illinois
2025-03-21,PJM,"PJM Interconnection, LLC",D,Demand,Eastern,Eastern,2070735,megawatthours,Chicago,Illinois
2025-03-20,PJM,"PJM Interconnection, LLC",D,Demand,Eastern,Eastern,2036855,megawatthours,Chicago,Illinois
2025-03-19,PJM,"PJM Interconnection, LLC",D,Demand,Eastern,Eastern,2022675,megawatthours,Chicago,Illinois
2025-03-18,PJM,"PJM Interconnection, LLC",D,Demand,Eastern,Eastern,2107491,megawatthours,Chicago,Illinois
2025-03-17,PJM,"PJM Interconnection, LLC",D,Demand,Eastern,Eastern,2075907,megawatthours,Chicago,Illinois
2025-03-16,PJM,"PJM Interconnection, LLC",D,Demand,Eastern,Eastern,1878085,megawatthours,Chicago,Illinois
2025-03-15,PJM,"PJM Interconnection, LLC",D,Demand,Eastern,Eastern,1921766,megawatthours,Chicago,Illinois
2025-03-14,PJM,"PJM Interconnection, LLC",D,Demand,Eastern,Eastern,2061081,megawatthours,Chicago,Illinois
2025-03-13,PJM,"PJM Interconnection, LLC",D,Demand,Eastern,Eastern,2071881,megawatthours,Chicago,Illinois
2025-03-12,PJM,"PJM Interconnection, LLC",D,Demand,Eastern,Eastern,2023142,megawatthours,Chicago,Illinois
2025-03-11,PJM,"PJM Interconnection, LLC",D,Demand,Eastern,Eastern,2059456,megawatthours,Chicago,Illinois
2025-03-10,PJM,"PJM Interconnection, LLC",D,Demand,Eastern,Eastern,2110013,megawatthours,Chicago,Illinois
2025-03-08,PJM,"PJM Interconnection, LLC",D,Demand,Eastern,Eastern,2114844,megawatthours,Chicago,Illinois
2025-03-07,PJM,"PJM Interconnection, LLC",D,Demand,Eastern,Eastern,2312377,megawatthours,Chicago,Illinois
2025-03-06,PJM,"PJM Interconnection, LLC",D,Demand,Eastern,Eastern,2327328,megawatthours,Chicago,Illinois
2025-03-05,PJM,"PJM Interconnection, LLC",D,Demand,Eastern,Eastern,2151458,megawatthours,Chicago,Illinois
2025-03-04,PJM,"PJM Interconnection, LLC",D,Demand,Eastern,Eastern,2239506,megawatthours,Chicago,Illinois
2025-03-03,PJM,"PJM Interconnection, LLC",D,Demand,Eastern,Eastern,2450966,megawatthours,Chicago,Illinois
2025-03-02,PJM,"PJM Interconnection, LLC",D,Demand,Eastern,Eastern,2360071,megawatthours,Chicago,Illinois
2025-03-01,PJM,"PJM Interconnection, LLC",D,Demand,Eastern,Eastern,2110785,megawatthours,Chicago,Illinois
2025-07-26,PJM,"PJM Interconnection, LLC",NG,Net generation,Eastern,Eastern,2942013,megawatthours,Chicago,Illinois
2025-07-25,PJM,"PJM Interconnection, LLC",NG,Net generation,Eastern,Eastern,3133618,megawatthours,Chicago,Illinois
2025-07-24,PJM,"PJM Interconnection, LLC",NG,Net generation,Eastern,Eastern,3098919,megawatthours,Chicago,Illinois
2025-07-23,PJM,"PJM Interconnection, LLC",NG,Net generation,Eastern,Eastern,2925728,megawatthours,Chicago,Illinois
2025-07-22,PJM,"PJM Interconnection, LLC",NG,Net generation,Eastern,Eastern,2802253,megawatthours,Chicago,Illinois
2025-07-21,PJM,"PJM Interconnection, LLC",NG,Net generation,Eastern,Eastern,2837824,megawatthours,Chicago,Illinois
2025-07-20,PJM,"PJM Interconnection, LLC",NG,Net generation,Eastern,Eastern,2723118,megawatthours,Chicago,Illinois
2025-07-19,PJM,"PJM Interconnection, LLC",NG,Net generation,Eastern,Eastern,2653535,megawatthours,Chicago,Illinois
2025-07-18,PJM,"PJM Interconnection, LLC",NG,Net generation,Eastern,Eastern,2813131,megawatthours,Chicago,Illinois
2025-07-17,PJM,"PJM Interconnection, LLC",NG,Net generation,Eastern,Eastern,2995278,megawatthours,Chicago,Illinois
2025-07-16,PJM,"PJM Interconnection, LLC",NG,Net generation,Eastern,Eastern,3076017,megawatthours,Chicago,Illinois
2025-07-15,PJM,"PJM Interconnection, LLC",NG,Net generation,Eastern,Eastern,2981067,megawatthours,Chicago,Illinois
2025-07-14,PJM,"PJM Interconnection, LLC",NG,Net generation,Eastern,Eastern,2964166,megawatthours,Chicago,Illinois
2025-07-13,PJM,"PJM Interconnection, LLC",NG,Net generation,Eastern,Eastern,2746611,megawatthours,Chicago,Illinois
2025-07-12,PJM,"PJM Interconnection, LLC",NG,Net generation,Eastern,Eastern,2833909,megawatthours,Chicago,Illinois
2025-07-11,PJM,"PJM Interconnection, LLC",NG,Net generation,Eastern,Eastern,2945153,megawatthours,Chicago,Illinois
2025-07-10,PJM,"PJM Interconnection, LLC",NG,Net generation,Eastern,Eastern,2873119,megawatthours,Chicago,Illinois
2025-07-09,PJM,"PJM Interconnection, LLC",NG,Net generation,Eastern,Eastern,2956415,megawatthours,Chicago,Illinois
2025-07-08,PJM,"PJM Interconnection, LLC",NG,Net generation,Eastern,Eastern,3047170,megawatthours,Chicago,Illinois
2025-07-07,PJM,"PJM Interconnection, LLC",NG,Net generation,Eastern,Eastern,2984902,megawatthours,Chicago,Illinois
2025-07-06,PJM,"PJM Interconnection, LLC",NG,Net generation,Eastern,Eastern,2797965,megawatthours,Chicago,Illinois
2025-07-05,PJM,"PJM Interconnection, LLC",NG,Net generation,Eastern,Eastern,2671953,megawatthours,Chicago,Illinois
2025-07-04,PJM,"PJM Interconnection, LLC",NG,Net generation,Eastern,Eastern,2572298,megawatthours,Chicago,Illinois
2025-07-03,PJM,"PJM Interconnection, LLC",NG,Net generation,Eastern,Eastern,2849770,megawatthours,Chicago,Illinois
2025-07-02,PJM,"PJM Interconnection, LLC",NG,Net generation,Eastern,Eastern,2817330,megawatthours,Chicago,Illinois
2025-07-01,PJM,"PJM Interconnection, LLC",NG,Net generation,Eastern,Eastern,2931323,megawatthours,Chicago,Illinois
2025-06-30,PJM,"PJM Interconnection, LLC",NG,Net generation,Eastern,Eastern,3001494,megawatthours,Chicago,Illinois
2025-06-29,PJM,"PJM Interconnection, LLC",NG,Net generation,Eastern,Eastern,2841787,megawatthours,Chicago,Illinois
2025-06-28,PJM,"PJM Interconnection, LLC",NG,Net generation,Eastern,Eastern,2672813,megawatthours,Chicago,Illinois
2025-06-27,PJM,"PJM Interconnection, LLC",NG,Net generation,Eastern,Eastern,2814492,megawatthours,Chicago,Illinois
2025-06-26,PJM,"PJM Interconnection, LLC",NG,Net generation,Eastern,Eastern,3100971,megawatthours,Chicago,Illinois
2025-06-25,PJM,"PJM Interconnection, LLC",NG,Net generation,Eastern,Eastern,3264068,megawatthours,Chicago,Illinois
2025-06-24,PJM,"PJM Interconnection, LLC",NG,Net generation,Eastern,Eastern,3368361,megawatthours,Chicago,Illinois
2025-06-23,PJM,"PJM Interconnection, LLC",NG,Net generation,Eastern,Eastern,3295217,megawatthours,Chicago,Illinois
2025-06-22,PJM,"PJM Interconnection, LLC",NG,Net generation,Eastern,Eastern,2936296,megawatthours,Chicago,Illinois
2025-06-21,PJM,"PJM Interconnection, LLC",NG,Net generation,Eastern,Eastern,2742633,megawatthours,Chicago,Illinois
2025-06-20,PJM,"PJM Interconnection, LLC",NG,Net generation,Eastern,Eastern,2615539,megawatthours,Chicago,Illinois
2025-06-19,PJM,"PJM Interconnection, LLC",NG,Net generation,Eastern,Eastern,2670067,megawatthours,Chicago,Illinois
2025-06-18,PJM,"PJM Interconnection, LLC",NG,Net generation,Eastern,Eastern,2740634,megawatthours,Chicago,Illinois
2025-06-17,PJM,"PJM Interconnection, LLC",NG,Net generation,Eastern,Eastern,2556504,megawatthours,Chicago,Illinois
2025-06-16,PJM,"PJM Interconnection, LLC",NG,Net generation,Eastern,Eastern,2396111,megawatthours,Chicago,Illinois
2025-06-15,PJM,"PJM Interconnection, LLC",NG,Net generation,Eastern,Eastern,2207048,megawatthours,Chicago,Illinois
2025-06-14,PJM,"PJM Interconnection, LLC",NG,Net generation,Eastern,Eastern,2297193,megawatthours,Chicago,Illinois
2025-06-13,PJM,"PJM Interconnection, LLC",NG,Net generation,Eastern,Eastern,2532441,megawatthours,Chicago,Illinois
2025-06-12,PJM,"PJM Interconnection, LLC",NG,Net generation,Eastern,Eastern,2625089,megawatthours,Chicago,Illinois
2025-06-11,PJM,"PJM Interconnection, LLC",NG,Net generation,Eastern,Eastern,2489237,megawatthours,Chicago,Illinois
2025-06-10,PJM,"PJM Interconnection, LLC",NG,Net generation,Eastern,Eastern,2389161,megawatthours,Chicago,Illinois
2025-06-09,PJM,"PJM Interconnection, LLC",NG,Net generation,Eastern,Eastern,2318346,megawatthours,Chicago,Illinois
2025-06-08,PJM,"PJM Interconnection, LLC",NG,Net generation,Eastern,Eastern,2168159,megawatthours,Chicago,Illinois
2025-06-07,PJM,"PJM Interconnection, LLC",NG,Net generation,Eastern,Eastern,2319569,megawatthours,Chicago,Illinois
2025-06-06,PJM,"PJM Interconnection, LLC",NG,Net generation,Eastern,Eastern,2531902,megawatthours,Chicago,Illinois
2025-06-05,PJM,"PJM Interconnection, LLC",NG,Net generation,Eastern,Eastern,2547119,megawatthours,Chicago,Illinois
2025-06-04,PJM,"PJM Interconnection, LLC",NG,Net generation,Eastern,Eastern,2485159,megawatthours,Chicago,Illinois
2025-06-03,PJM,"PJM Interconnection, LLC",NG,Net generation,Eastern,Eastern,2328190,megawatthours,Chicago,Illinois
2025-06-02,PJM,"PJM Interconnection, LLC",NG,Net generation,Eastern,Eastern,2116661,megawatthours,Chicago,Illinois
2025-06-01,PJM,"PJM Interconnection, LLC",NG,Net generation,Eastern,Eastern,1957578,megawatthours,Chicago,Illinois
2025-05-31,PJM,"PJM Interconnection, LLC",NG,Net generation,Eastern,Eastern,2002529,megawatthours,Chicago,Illinois
2025-05-30,PJM,"PJM Interconnection, LLC",NG,Net generation,Eastern,Eastern,2130315,megawatthours,Chicago,Illinois
2025-05-29,PJM,"PJM Interconnection, LLC",NG,Net generation,Eastern,Eastern,2137322,megawatthours,Chicago,Illinois
2025-05-28,PJM,"PJM Interconnection, LLC",NG,Net generation,Eastern,Eastern,2077604,megawatthours,Chicago,Illinois
2025-05-27,PJM,"PJM Interconnection, LLC",NG,Net generation,Eastern,Eastern,2083518,megawatthours,Chicago,Illinois
2025-05-26,PJM,"PJM Interconnection, LLC",NG,Net generation,Eastern,Eastern,1941113,megawatthours,Chicago,Illinois
2025-05-25,PJM,"PJM Interconnection, LLC",NG,Net generation,Eastern,Eastern,1927052,megawatthours,Chicago,Illinois
2025-05-24,PJM,"PJM Interconnection, LLC",NG,Net generation,Eastern,Eastern,1929269,megawatthours,Chicago,Illinois
2025-05-23,PJM,"PJM Interconnection, LLC",NG,Net generation,Eastern,Eastern,2050051,megawatthours,Chicago,Illinois
2025-05-22,PJM,"PJM Interconnection, LLC",NG,Net generation,Eastern,Eastern,2066460,megawatthours,Chicago,Illinois
2025-05-21,PJM,"PJM Interconnection, LLC",NG,Net generation,Eastern,Eastern,2074745,megawatthours,Chicago,Illinois
2025-05-20,PJM,"PJM Interconnection, LLC",NG,Net generation,Eastern,Eastern,2070442,megawatthours,Chicago,Illinois
2025-05-19,PJM,"PJM Interconnection, LLC",NG,Net generation,Eastern,Eastern,2063810,megawatthours,Chicago,Illinois
2025-05-18,PJM,"PJM Interconnection, LLC",NG,Net generation,Eastern,Eastern,1969104,megawatthours,Chicago,Illinois
2025-05-17,PJM,"PJM Interconnection, LLC",NG,Net generation,Eastern,Eastern,2105381,megawatthours,Chicago,Illinois
2025-05-16,PJM,"PJM Interconnection, LLC",NG,Net generation,Eastern,Eastern,2329746,megawatthours,Chicago,Illinois
2025-05-15,PJM,"PJM Interconnection, LLC",NG,Net generation,Eastern,Eastern,2287024,megawatthours,Chicago,Illinois
2025-05-14,PJM,"PJM Interconnection, LLC",NG,Net generation,Eastern,Eastern,2151341,megawatthours,Chicago,Illinois
2025-05-13,PJM,"PJM Interconnection, LLC",NG,Net generation,Eastern,Eastern,2145255,megawatthours,Chicago,Illinois
2025-05-12,PJM,"PJM Interconnection, LLC",NG,Net generation,Eastern,Eastern,2087580,megawatthours,Chicago,Illinois
2025-05-11,PJM,"PJM Interconnection, LLC",NG,Net generation,Eastern,Eastern,1883564,megawatthours,Chicago,Illinois
2025-05-10,PJM,"PJM Interconnection, LLC",NG,Net generation,Eastern,Eastern,1902422,megawatthours,Chicago,Illinois
2025-05-09,PJM,"PJM Interconnection, LLC",NG,Net generation,Eastern,Eastern,2074333,megawatthours,Chicago,Illinois
2025-05-08,PJM,"PJM Interconnection, LLC",NG,Net generation,Eastern,Eastern,2128444,megawatthours,Chicago,Illinois
2025-05-07,PJM,"PJM Interconnection, LLC",NG,Net generation,Eastern,Eastern,2096415,megawatthours,Chicago,Illinois
2025-05-06,PJM,"PJM Interconnection, LLC",NG,Net generation,Eastern,Eastern,2055826,megawatthours,Chicago,Illinois
2025-05-05,PJM,"PJM Interconnection, LLC",NG,Net generation,Eastern,Eastern,2058841,megawatthours,Chicago,Illinois
2025-05-04,PJM,"PJM Interconnection, LLC",NG,Net generation,Eastern,Eastern,1968204,megawatthours,Chicago,Illinois
2025-05-03,PJM,"PJM Interconnection, LLC",NG,Net generation,Eastern,Eastern,2016104,megawatthours,Chicago,Illinois
2025-05-02,PJM,"PJM Interconnection, LLC",NG,Net generation,Eastern,Eastern,2136586,megawatthours,Chicago,Illinois
2025-05-01,PJM,"PJM Interconnection, LLC",NG,Net generation,Eastern,Eastern,2133015,megawatthours,Chicago,Illinois
2025-04-30,PJM,"PJM Interconnection, LLC",NG,Net generation,Eastern,Eastern,2083161,megawatthours,Chicago,Illinois
2025-04-29,PJM,"PJM Interconnection, LLC",NG,Net generation,Eastern,Eastern,2077287,megawatthours,Chicago,Illinois
2025-04-28,PJM,"PJM Interconnection, LLC",NG,Net generation,Eastern,Eastern,1994953,megawatthours,Chicago,Illinois
2025-04-27,PJM,"PJM Interconnection, LLC",NG,Net generation,Eastern,Eastern,1798094,megawatthours,Chicago,Illinois
2025-04-26,PJM,"PJM Interconnection, LLC",NG,Net generation,Eastern,Eastern,1896224,megawatthours,Chicago,Illinois
2025-04-25,PJM,"PJM Interconnection, LLC",NG,Net generation,Eastern,Eastern,1982702,megawatthours,Chicago,Illinois
2025-04-24,PJM,"PJM Interconnection, LLC",NG,Net generation,Eastern,Eastern,1995481,megawatthours,Chicago,Illinois
2025-04-23,PJM,"PJM Interconnection, LLC",NG,Net generation,Eastern,Eastern,2006595,megawatthours,Chicago,Illinois
2025-04-22,PJM,"PJM Interconnection, LLC",NG,Net generation,Eastern,Eastern,1980216,megawatthours,Chicago,Illinois
2025-04-21,PJM,"PJM Interconnection, LLC",NG,Net generation,Eastern,Eastern,2018898,megawatthours,Chicago,Illinois
2025-04-20,PJM,"PJM Interconnection, LLC",NG,Net generation,Eastern,Eastern,1873052,megawatthours,Chicago,Illinois
2025-04-19,PJM,"PJM Interconnection, LLC",NG,Net generation,Eastern,Eastern,1913124,megawatthours,Chicago,Illinois
2025-04-18,PJM,"PJM Interconnection, LLC",NG,Net generation,Eastern,Eastern,2004530,megawatthours,Chicago,Illinois
2025-04-17,PJM,"PJM Interconnection, LLC",NG,Net generation,Eastern,Eastern,2026164,megawatthours,Chicago,Illinois
2025-04-16,PJM,"PJM Interconnection, LLC",NG,Net generation,Eastern,Eastern,2017700,megawatthours,Chicago,Illinois
2025-04-15,PJM,"PJM Interconnection, LLC",NG,Net generation,Eastern,Eastern,1976730,megawatthours,Chicago,Illinois
2025-04-14,PJM,"PJM Interconnection, LLC",NG,Net generation,Eastern,Eastern,1998585,megawatthours,Chicago,Illinois
2025-04-13,PJM,"PJM Interconnection, LLC",NG,Net generation,Eastern,Eastern,1928799,megawatthours,Chicago,Illinois
2025-04-12,PJM,"PJM Interconnection, LLC",NG,Net generation,Eastern,Eastern,2004302,megawatthours,Chicago,Illinois
2025-04-11,PJM,"PJM Interconnection, LLC",NG,Net generation,Eastern,Eastern,2144251,megawatthours,Chicago,Illinois
2025-04-10,PJM,"PJM Interconnection, LLC",NG,Net generation,Eastern,Eastern,2136744,megawatthours,Chicago,Illinois
2025-04-09,PJM,"PJM Interconnection, LLC",NG,Net generation,Eastern,Eastern,2211731,megawatthours,Chicago,Illinois
2025-04-08,PJM,"PJM Interconnection, LLC",NG,Net generation,Eastern,Eastern,2168579,megawatthours,Chicago,Illinois
2025-04-07,PJM,"PJM Interconnection, LLC",NG,Net generation,Eastern,Eastern,2179288,megawatthours,Chicago,Illinois
2025-04-06,PJM,"PJM Interconnection, LLC",NG,Net generation,Eastern,Eastern,1997254,megawatthours,Chicago,Illinois
2025-04-05,PJM,"PJM Interconnection, LLC",NG,Net generation,Eastern,Eastern,2018366,megawatthours,Chicago,Illinois
2025-04-04,PJM,"PJM Interconnection, LLC",NG,Net generation,Eastern,Eastern,2179461,megawatthours,Chicago,Illinois
2025-04-03,PJM,"PJM Interconnection, LLC",NG,Net generation,Eastern,Eastern,2169421,megawatthours,Chicago,Illinois
2025-04-02,PJM,"PJM Interconnection, LLC",NG,Net generation,Eastern,Eastern,2230364,megawatthours,Chicago,Illinois
2025-04-01,PJM,"PJM Interconnection, LLC",NG,Net generation,Eastern,Eastern,2091413,megawatthours,Chicago,Illinois
2025-03-31,PJM,"PJM Interconnection, LLC",NG,Net generation,Eastern,Eastern,2124991,megawatthours,Chicago,Illinois
2025-03-30,PJM,"PJM Interconnection, LLC",NG,Net generation,Eastern,Eastern,1965871,megawatthours,Chicago,Illinois
2025-03-29,PJM,"PJM Interconnection, LLC",NG,Net generation,Eastern,Eastern,1982144,megawatthours,Chicago,Illinois
2025-03-28,PJM,"PJM Interconnection, LLC",NG,Net generation,Eastern,Eastern,2111342,megawatthours,Chicago,Illinois
2025-03-27,PJM,"PJM Interconnection, LLC",NG,Net generation,Eastern,Eastern,2199565,megawatthours,Chicago,Illinois
2025-03-26,PJM,"PJM Interconnection, LLC",NG,Net generation,Eastern,Eastern,2204998,megawatthours,Chicago,Illinois
2025-03-25,PJM,"PJM Interconnection, LLC",NG,Net generation,Eastern,Eastern,2155006,megawatthours,Chicago,Illinois
2025-03-24,PJM,"PJM Interconnection, LLC",NG,Net generation,Eastern,Eastern,2205749,megawatthours,Chicago,Illinois
2025-03-23,PJM,"PJM Interconnection, LLC",NG,Net generation,Eastern,Eastern,2074653,megawatthours,Chicago,Illinois
2025-03-22,PJM,"PJM Interconnection, LLC",NG,Net generation,Eastern,Eastern,2065077,megawatthours,Chicago,Illinois
2025-03-21,PJM,"PJM Interconnection, LLC",NG,Net generation,Eastern,Eastern,2186861,megawatthours,Chicago,Illinois
2025-03-20,PJM,"PJM Interconnection, LLC",NG,Net generation,Eastern,Eastern,2177801,megawatthours,Chicago,Illinois
2025-03-19,PJM,"PJM Interconnection, LLC",NG,Net generation,Eastern,Eastern,2138772,megawatthours,Chicago,Illinois
2025-03-18,PJM,"PJM Interconnection, LLC",NG,Net generation,Eastern,Eastern,2224486,megawatthours,Chicago,Illinois
2025-03-17,PJM,"PJM Interconnection, LLC",NG,Net generation,Eastern,Eastern,2163920,megawatthours,Chicago,Illinois
2025-03-16,PJM,"PJM Interconnection, LLC",NG,Net generation,Eastern,Eastern,1981411,megawatthours,Chicago,Illinois
2025-03-15,PJM,"PJM Interconnection, LLC",NG,Net generation,Eastern,Eastern,2018822,megawatthours,Chicago,Illinois
2025-03-14,PJM,"PJM Interconnection, LLC",NG,Net generation,Eastern,Eastern,2144113,megawatthours,Chicago,Illinois
2025-03-13,PJM,"PJM Interconnection, LLC",NG,Net generation,Eastern,Eastern,2141877,megawatthours,Chicago,Illinois
2025-03-12,PJM,"PJM Interconnection, LLC",NG,Net generation,Eastern,Eastern,2187897,megawatthours,Chicago,Illinois
2025-03-11,PJM,"PJM Interconnection, LLC",NG,Net generation,Eastern,Eastern,2177089,megawatthours,Chicago,Illinois
2025-03-10,PJM,"PJM Interconnection, LLC",NG,Net generation,Eastern,Eastern,2202222,megawatthours,Chicago,Illinois
2025-03-08,PJM,"PJM Interconnection, LLC",NG,Net generation,Eastern,Eastern,2191789,megawatthours,Chicago,Illinois
2025-03-07,PJM,"PJM Interconnection, LLC",NG,Net generation,Eastern,Eastern,2363679,megawatthours,Chicago,Illinois
2025-03-06,PJM,"PJM Interconnection, LLC",NG,Net generation,Eastern,Eastern,2434042,megawatthours,Chicago,Illinois
2025-03-05,PJM,"PJM Interconnection, LLC",NG,Net generation,Eastern,Eastern,2269269,megawatthours,Chicago,Illinois
2025-03-04,PJM,"PJM Interconnection, LLC",NG,Net generation,Eastern,Eastern,2352268,megawatthours,Chicago,Illinois
2025-03-03,PJM,"PJM Interconnection, LLC",NG,Net generation,Eastern,Eastern,2529065,megawatthours,Chicago,Illinois
2025-03-02,PJM,"PJM Interconnection, LLC",NG,Net generation,Eastern,Eastern,2402257,megawatthours,Chicago,Illinois
2025-03-01,PJM,"PJM Interconnection, LLC",NG,Net generation,Eastern,Eastern,2206107,megawatthours,Chicago,Illinois
2025-07-26,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Central,Central,1546609,megawatthours,Houston,Texas
2025-07-25,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Central,Central,1585642,megawatthours,Houston,Texas
2025-07-24,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Central,Central,1661662,megawatthours,Houston,Texas
2025-07-23,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Central,Central,1643202,megawatthours,Houston,Texas
2025-07-22,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Central,Central,1633972,megawatthours,Houston,Texas
2025-07-21,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Central,Central,1627495,megawatthours,Houston,Texas
2025-07-20,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Central,Central,1576117,megawatthours,Houston,Texas
2025-07-19,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Central,Central,1575702,megawatthours,Houston,Texas
2025-07-18,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Central,Central,1570002,megawatthours,Houston,Texas
2025-07-17,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Central,Central,1574507,megawatthours,Houston,Texas
2025-07-16,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Central,Central,1594860,megawatthours,Houston,Texas
2025-07-15,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Central,Central,1572957,megawatthours,Houston,Texas
2025-07-14,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Central,Central,1504071,megawatthours,Houston,Texas
2025-07-13,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Central,Central,1428407,megawatthours,Houston,Texas
2025-07-12,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Central,Central,1497970,megawatthours,Houston,Texas
2025-07-11,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Central,Central,1543816,megawatthours,Houston,Texas
2025-07-10,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Central,Central,1523856,megawatthours,Houston,Texas
2025-07-09,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Central,Central,1469181,megawatthours,Houston,Texas
2025-07-08,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Central,Central,1491609,megawatthours,Houston,Texas
2025-07-07,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Central,Central,1502122,megawatthours,Houston,Texas
2025-07-06,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Central,Central,1407855,megawatthours,Houston,Texas
2025-07-05,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Central,Central,1379986,megawatthours,Houston,Texas
2025-07-04,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Central,Central,1393586,megawatthours,Houston,Texas
2025-07-03,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Central,Central,1440660,megawatthours,Houston,Texas
2025-07-02,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Central,Central,1514389,megawatthours,Houston,Texas
2025-07-01,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Central,Central,1487581,megawatthours,Houston,Texas
2025-06-30,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Central,Central,1523849,megawatthours,Houston,Texas
2025-06-29,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Central,Central,1515245,megawatthours,Houston,Texas
2025-06-28,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Central,Central,1550787,megawatthours,Houston,Texas
2025-06-27,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Central,Central,1536061,megawatthours,Houston,Texas
2025-06-26,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Central,Central,1513894,megawatthours,Houston,Texas
2025-06-25,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Central,Central,1502732,megawatthours,Houston,Texas
2025-06-24,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Central,Central,1559157,megawatthours,Houston,Texas
2025-06-23,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Central,Central,1584631,megawatthours,Houston,Texas
2025-06-22,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Central,Central,1538952,megawatthours,Houston,Texas
2025-06-21,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Central,Central,1552217,megawatthours,Houston,Texas
